YEAR,APT_NAME,Departures,Arrivals,Total
2022,Perpignan-Rivesaltes,5104,5104,10208
2022,Pisa San Giusto,17487,17457,34944
2022,Podgorica,5237,5242,10479
2022,Poitiers-Biard,1816,1951,3767
2022,Ponta Delgada,10132,10121,20253
2022,Porto,39187,39187,78374
2022,Porto Santo,1233,1244,2477
2022,Portorož,1013,1030,2043
2022,Poznan - Lawica,9815,9839,19654
2022,Prague,40869,40946,81815
2022,Quimper-Pluguffan,856,897,1753
2022,Rabat-Salé,4181,4265,8446
2022,Región de Murcia International Airport,3008,3010,6018
2022,Rennes-Saint-Jacques,5334,5351,10685
2022,Reus,3888,4023,7911
2022,Riga,22836,22847,45683
2022,Rodez-Marcillac,1431,1500,2931
2022,Rodos,20368,20387,40755
2022,Rome - Ciampino,17025,17138,34163
2022,Rome - Fiumicino,89011,88985,177996
2022,Roros,509,506,1015
2022,Rorvik Ryum,1049,1048,2097
2022,Rost,507,509,1016
2022,Rota,2241,2218,4459
2022,Rotterdam,11832,11897,23729
2022,Rouen,1412,1510,2922
2022,Rzeszow - Jasionka,6126,6161,12287
2022,Saarbruecken,2345,2455,4800
2022,Sabadell,1452,736,2188
2022,Saint-Etienne-Bouthéon,711,756,1467
2022,Saint-Nazaire-Montoir,1138,1176,2314
2022,Salamanca Matalan,1211,1240,2451
2022,Salzburg,10572,10608,21180
2022,San Sebastian,1964,1962,3926
2022,Sandane  Anda,894,896,1790
2022,Sandnessjøen Stokka,1488,1490,2978
2022,Santa Maria,1254,1244,2498
2022,Santander,4116,4118,8234
2022,Santiago,10271,10262,20533
2022,Santorini,11477,11472,22949
2022,Sarajevo,6561,6558,13119
2022,Saïss,4570,4574,9144
2022,Sevilla,22172,22183,44355
2022,Seville - Moron,1593,1572,3165
2022,Shannon,8717,8715,17432
2022,Siauliai,1653,1657,3310
2022,Sion,3869,3842,7711
2022,Skiathos,2340,2355,4695
2022,Skopje,7158,7149,14307
2022,Sligo,17,26,43
2022,Sofia,22277,22282,44559
2022,Sogndal Haukåsen,2022,2021,4043
2022,Son Bonet,533,513,1046
2022,Sorkjosen,710,707,1417
2022,Southampton,8304,8369,16673
2022,Stavanger,24887,25009,49896
2022,Stockholm - Arlanda,70921,70882,141803
2022,Stockholm - Bromma,13434,13452,26886
2022,Stokmarknes Skagen,2165,2166,4331
2022,Strasbourg-Entzheim,5307,5325,10632
2022,Stuttgart,32888,32888,65776
2022,Svalbard Longyear,973,969,1942
2022,Svolvær Helle,1634,1632,3266
2022,Szczecin - Goleniów,2146,2148,4294
2022,Tallinn,14494,14477,28971
2022,Tarbes-Lourdes Pyrénées,2784,2931,5715
2022,Tartu,636,652,1288
2022,Tbilisi,12064,12071,24135
2022,Tel Aviv - Ben Gurion International,59270,59209,118479
2022,Tenerife North,27440,27447,54887
2022,Tenerife Sur - Reina Sofia,28194,28178,56372
2022,Thessaloniki,21475,21491,42966
2022,Tirana,16380,16372,32752
2022,Torino Caselle,15873,16074,31947
2022,Toulouse-Blagnac,28882,28755,57637
2022,Tours-Val de Loire,1598,1517,3115
2022,Toussus-le-Noble,5052,4922,9974
2022,Treviso,7948,7923,15871
2022,Tromsø,16885,16884,33769
2022,Trondheim,22697,22697,45394
2022,Vadsø,2590,2593,5183
2022,Valencia,29518,29475,58993
2022,Valencia - Requena,140,213,353
2022,Valladolid,1214,1654,2868
2022,Vardø Svartnes,866,865,1731
2022,Venice,34151,34163,68314
2022,Ventspils,6,4,10
2022,Vienna,85833,85900,171733
2022,Vigo,4204,4216,8420
2022,Vilnius,15489,15492,30981
2022,Vitoria,4489,4522,9011
2022,Værøy,474,473,947
2022,Warszawa - Chopina,60783,60695,121478
2022,Warszawa - Modlin,9217,9210,18427
2022,Waterford,227,234,461
2022,Weston,306,312,618
2022,Wroclaw - Strachowice,11261,11263,22524
2022,Yerevan,14115,14110,28225
2022,Zagreb,17475,17464,34939
2022,Zakinthos,6566,6561,13127
2022,Zaragoza,3796,3784,7580
2022,Zielona Gora - Babimost,446,449,895
2022,Zürich,88396,88406,176802
2022,iGA Istanbul Airport,174113,174102,348215
